sum
3
3
14
3
3
3
8
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
7
3
3
5
3
3
3
3
3
3
3
5
3
3
3
3
11
9
103
4
3
12
3
3
4
17
3
3
3
3
3
3
3
3
3
3
3
3
8
5
3
10
3
7
62
21
3
3
3
3
3
19
15
3
3
3
40
3
3
3
3
3
3
3
3
5
3
3
3
3
3
6
3
12
3
3
3
3
10
11
4
8
10
6
4
38
47
5
102
8
10
51
27
6
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
9
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
5
3
3
4
3
3
3
3
4
7
3
3
3
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
13
3
3
5
3
6
3
3
3
3
3
65
3
6
3
6
12
3
3
67
19
3
3
3
3
3
15
4
3
3
17
3
3
8
3
3
3
10
7
24
222
3
3
3
3
104
3
3
3
3
4
3
3
17
3
3
3
4
3
3
3
3
3
3
39
10
3
3
3
3
3
3
7
5
3
3
3
3
3
8
11
3
3
3
3
3
4
3
5
3
5
9
5
3
4
3
6
3
3
3
3
3
3
6
3
3
3
3
26
3
9
3
3
3
17
3
3
3
4
3
3
35
24
3
3
3
3
3
17
4
3
3
3
3
3
3
3
134
3
3
4
3
3
3
3
3
3
3
3
3
4
11
3
3
3
3
3
3
3
3
41
3
3
9
3
3
3
4
3
3
27
3
16
3
3
3
3
3
3
3
3
13
7
14
52
10
3
5
22
3
3
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
4
3
3
3
3
14
7
3
3
42
3
3
3
3
3
3
20
3
3
3
3
4
3
3
3
3
3
3
3
3
22
3
3
12
3
3
3
8
3
26
3
88
3
3
10
4
3
4
3
3
3
3
4
3
3
4
3
3
3
3
5
3
95
4
3
3
3
3
3
3
7
9
3
9
4
3
4
11
15
6
3
3
3
3
3
3
3
14
3
17
13
3
3
3
3
3
3
4
3
3
5
3
3
3
3
3
3
26
5
3
3
4
3
10
6
3
85
3
3
3
3
4
3
3
3
3
3
4
3
3
3
4
4
104
11
3
5
3
6
4
3
12
29
5
3
3
5
3
3
3
3
39
4
9
3
3
3
3
3
3
3
3
3
4
3
3
4
3
3
4
3
39
3
3
3
3
3
3
84
187
4
4
21
3
3
3
3
3
22
3
3
3
3
3
5
3
3
3
3
3
3
3
3
7
3
3
3
3
3
10
3
48
3
3
5
5
3
3
3
3
3
3
12
3
3
3
3
3
5
4
3
4
3
3
3
3
5
3
3
3
20
3
3
3
3
3
3
3
3
4
3
3
3
7
3
3
3
3
3
3
3
4
3
5
4
3
3
3
3
3
3
3
11
3
4
4
4
3
4
3
17
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
17
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
52
20
3
4
3
3
3
3
3
6
3
3
3
3
5
3
9
3
3
3
3
3
3
4
3
3
3
6
3
3
3
3
3
3
3
4
3
4
3
41
4
3
3
3
6
4
4
3
3
27
12
3
3
3
3
3
3
3
3
3
39
23
3
6
3
4
3
3
26
9
3
3
3
3
3
3
21
10
3
3
3
3
3
10
3
3
4
3
3
21
3
3
3
5
3
3
3
3
3
3
71
13
17
10
3
41
3
3
13
65
3
3
3
21
3
3
174
3
3
3
3
10
3
91
3
3
8
3
6
3
3
3
10
3
3
3
3
3
3
3
3
4
5
3
3
3
3
3
3
3
3
3
3
3
177
3
11
3
6
3
3
3
3
17
3
3
3
3
3
8
11
3
15
3
3
3
3
6
3
3
41
5
4
13
3
3
10
66
3
3
7
3
3
4
3
3
3
5
5
8
3
3
61
8
4
95
4
101
3
3
3
10
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
8
3
3
3
14
3
25
3
3
3
70
9
12
4
3
3
3
3
3
11
3
9
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
11
3
3
3
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
3
5
3
4
3
4
3
5
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
4
3
5
6
4
3
4
3
11
7
3
3
5
3
4
3
3
8
9
3
3
6
3
3
3
3
3
3
10
16
3
4
3
3
3
3
3
3
3
3
3
3
3
3
8
3
19
4
3
4
3
3
3
3
3
3
3
3
6
3
3
3
3
3
3
3
4
3
59
79
6
5
7
6
3
9
3
4
3
3
3
3
3
3
3
3
3
3
3
49
3
3
3
3
4
91
3
9
3
3
6
48
6
3
3
9
3
3
3
3
3
3
3
3
3
3
259
3
3
3
3
5
3
3
3
8
5
7
4
3
13
38
5
3
3
3
3
3
20
3
3
4
3
3
3
3
3
3
3
14
3
3
34
5
9
3
3
7
3
3
4
3
3
3
3
43
4
9
4
37
8
3
3
3
3
3
3
3
3
3
3
3
5
3
21
4
15
5
3
3
4
13
3
3
3
3
4
3
3
3
3
3
3
368
3
3
17
29
223
3
3
4
3
3
3
23
3
7
3
3
3
3
3
3
16
3
3
3
3
3
32
3
4
3
