sum
3
3
34
3
6
6
3
4
3
3
3
11
3
20
8
3
3
3
3
3
6
6
3
3
3
3
3
25
3
8
3
3
3
5
3
3
6
3
21
3
3
8
3
3
3
3
3
3
25
3
128
4
3
4
3
4
5
3
3
3
3
3
3
3
3
7
18
30
6
3
3
3
3
3
3
3
3
20
3
4
3
3
3
3
3
3
3
3
8
3
3
3
3
3
29
3
3
3
3
9
4
3
3
3
3
3
16
3
3
12
3
3
3
7
3
3
3
7
3
8
3
3
3
3
3
4
25
3
3
3
3
3
3
3
3
3
36
3
3
3
3
3
3
3
3
3
10
3
3
3
3
4
3
3
3
3
3
3
3
4
4
14
5
3
3
3
6
3
3
4
3
3
5
3
3
18
12
3
21
74
13
22
40
6
54
3
21
3
3
3
3
5
3
3
4
3
3
7
4
3
3
3
3
3
4
5
5
3
3
3
3
3
3
3
21
4
8
3
6
3
3
3
3
3
3
3
3
3
4
4
3
3
40
3
4
6
20
3
4
3
3
3
3
3
3
4
3
3
7
3
3
24
3
6
51
4
3
3
4
10
3
4
5
3
3
15
3
3
3
3
3
3
3
4
3
4
26
3
3
3
3
7
3
34
5
4
3
3
4
3
3
3
3
3
4
3
3
3
6
4
3
3
3
7
3
4
3
3
3
3
3
8
5
48
3
10
4
18
3
3
3
6
127
192
71
101
29
4
3
3
3
3
17
3
3
3
3
3
3
8
3
8
3
3
3
3
3
3
3
3
4
3
6
4
3
3
3
4
3
3
26
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
31
3
86
3
5
3
3
3
3
3
4
3
3
3
4
3
3
3
3
3
3
36
3
3
3
3
3
8
3
4
11
3
3
3
3
6
3
3
3
3
3
3
3
19
12
10
26
11
3
119
150
10
6
4
7
3
3
3
3
5
99
39
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
35
3
3
3
3
3
3
3
3
3
3
3
3
9
3
3
3
3
4
3
3
4
4
3
3
3
3
3
5
7
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
8
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
3
3
3
3
3
3
4
3
3
23
3
9
3
6
3
3
3
3
4
5
30
7
3
3
6
4
3
3
3
3
3
3
12
3
3
3
3
8
3
3
3
4
3
4
3
3
3
3
3
3
3
4
3
